Meeting Name,Meeting Key,Meeting Description,Grade,Semester,Agenda Item Key,Agenda Item Title,Dont Create With Roadmap,Agenda Item Counselor Instructions,Meeting Counselor Instructions,Task Key,Task Name,Task Description,Task Type,Task User Type,Form,Repeats,Content
Testing,premier_9_2-testing-to-be-held-with-cas-team-member-and-counselor-10-2,"Your counselor and one of our testing experts will work with you to fine-tune your standardized testing plan and make sure you’re well prepared for tests like the SAT, ACT, and AP exams.  ",10,2,premier_9_2-plan-testing-timeline-support,Plan Testing Timeline & Support,,"1. Review any test scores and diagnostics. Strategize on SAT/ACT test preference. Create a testing plan including recommendation of package/hours/service delivery format to meet student’s needs.      2. Discuss AP exams - determine AP exam preparation plan                                               3. Share any of these guides as needed: Guide to ACT, Guide to the PSAT, Guide to SAT as needed                                          ",(To be held with CAS team member and counselor),premier-9-2 Read Testing FAQ,Read Testing FAQ,,pre,student,,,Overview of Testing. To Test or Not to Test. Testing FAQ. Guide to ACT. Guide to PSAT. Guide to SAT.
Testing,premier_9_2-testing-to-be-held-with-cas-team-member-and-counselor-10-2,,10,2,premier_9_2-provide-testing-overview,Provide Testing Overview,,"Review the role of testing in the admissions process (there should be an emphasis on that while testing can’t get you in, it can keep you out at many HSCs). ",(To be held with CAS team member and counselor),premier-9-2 Watch Overview of Testing,Watch Overview of Testing,,pre,student,,,
Testing,premier_9_2-testing-to-be-held-with-cas-team-member-and-counselor-10-2,,10,2,premier_9_2-provide-testing-overview,Provide Testing Overview,,"Review the role of testing in the admissions process (there should be an emphasis on that while testing can’t get you in, it can keep you out at many HSCs). ",(To be held with CAS team member and counselor),premier-9-2 Read the Testing FAQ,Read the Testing FAQ,,pre,student,,,
Testing,premier_9_2-testing-to-be-held-with-cas-team-member-and-counselor-10-2,,10,2,premier_9_2-provide-testing-overview,Provide Testing Overview,,"Review the role of testing in the admissions process (there should be an emphasis on that while testing can’t get you in, it can keep you out at many HSCs). ",(To be held with CAS team member and counselor),premier-9-2 Watch To Test or Not to Test,Watch To Test or Not to Test,,pre,student,,,
Activity Discussion and Summer Goals,premier_9_2-activity-discussion-and-summer-goals-10-2,"In this meeting, we’ll finalize your summer plans, talk about any new opportunities that might interest you, and explore options for diving deeper into the activities you love most. ",10,2,premier_9_2-activities-exploration,Activities exploration,,1. Review activity section. Discuss how to focus and expand priority activities.               2. Recommendation on how to go deeper within one or two specific activities.                         ,,premier-9-2 Fill out the Activity section in UMS,Fill out the Activity section in UMS,,pre,student,,,The College Planning Opportunity Many Juniors Miss. How Colleges Really Evaluate Your Activities. Goal Setting Progress Report. Podcast Ep. 4. Goal Setting Report.
Activity Discussion and Summer Goals,premier_9_2-activity-discussion-and-summer-goals-10-2,"In this meeting, we’ll finalize your summer plans, talk about any new opportunities that might interest you, and explore options for diving deeper into the activities you love most. ",10,2,premier_9_2-activities-exploration,Activities exploration,,1. Review activity section. Discuss how to focus and expand priority activities.               2. Recommendation on how to go deeper within one or two specific activities.                         ,,premier-9-2 Watch How Colleges Really Evaluate Your Activities,Watch How Colleges Really Evaluate Your Activities,,pre,student,,,The College Planning Opportunity Many Juniors Miss. How Colleges Really Evaluate Your Activities. Goal Setting Progress Report. Podcast Ep. 4. Goal Setting Report.
Activity Discussion and Summer Goals,premier_9_2-activity-discussion-and-summer-goals-10-2,"In this meeting, we’ll finalize your summer plans, talk about any new opportunities that might interest you, and explore options for diving deeper into the activities you love most. ",10,2,premier_9_2-activities-exploration,Activities exploration,,1. Review activity section. Discuss how to focus and expand priority activities.               2. Recommendation on how to go deeper within one or two specific activities.                         ,,premier-9-2 Optional - Listen to Get Wise Podcast. Episode 4,Optional - Listen to Get Wise Podcast. Episode 4,,post,parent,,,The College Planning Opportunity Many Juniors Miss. How Colleges Really Evaluate Your Activities. Goal Setting Progress Report. Podcast Ep. 4. Goal Setting Report.
Activity Discussion and Summer Goals,premier_9_2-activity-discussion-and-summer-goals-10-2,"In this meeting, we’ll finalize your summer plans, talk about any new opportunities that might interest you, and explore options for diving deeper into the activities you love most. ",10,2,premier_9_2-activities-exploration,Activities exploration,,1. Review activity section. Discuss how to focus and expand priority activities.               2. Recommendation on how to go deeper within one or two specific activities.                         ,,premier-9-2 Watch The College Planning Opportunity Many Juniors Miss,Watch The College Planning Opportunity Many Juniors Miss,,post,parent,,,The College Planning Opportunity Many Juniors Miss. How Colleges Really Evaluate Your Activities. Goal Setting Progress Report. Podcast Ep. 4. Goal Setting Report.
Activity Discussion and Summer Goals,premier_9_2-activity-discussion-and-summer-goals-10-2,"In this meeting, we’ll finalize your summer plans, talk about any new opportunities that might interest you, and explore options for diving deeper into the activities you love most. ",10,2,premier_9_2-activities-exploration,Activities exploration,,1. Review activity section. Discuss how to focus and expand priority activities.               2. Recommendation on how to go deeper within one or two specific activities.                         ,,premier-9-2 FOR STUDENTS: Watch The College Planning Opportunity Many Juniors Miss,FOR STUDENTS: Watch The College Planning Opportunity Many Juniors Miss,,post,parent,,,The College Planning Opportunity Many Juniors Miss. How Colleges Really Evaluate Your Activities. Goal Setting Progress Report. Podcast Ep. 4. Goal Setting Report.
Activity Discussion and Summer Goals,premier_9_2-activity-discussion-and-summer-goals-10-2,,10,2,premier_9_2-summer-goals,Summer Goals,,"1. Review finalized summer plans and discuss any goals for summer (for fun reading, etc)",,,,,,,,,
Activity Discussion and Summer Goals,premier_9_2-activity-discussion-and-summer-goals-10-2,,10,2,premier_9_2-goal-setting-progress-report,Goal Setting Progress Report,,Fill out goals in the Goal Setting Progress Report. Set benchmark dates to check in on progress ,,,,,,,,,
Introduction to College Research,premier_9_2-introduction-to-college-research-10-3,A thoughtful college search can help you find the right schools and become more competitive for those that already interest you. We’ll use this meeting to get you started.,10,3,premier_9_2-college-research-first-list,College Research & First List,,"1. Students answer college search questions (embedded in UMS) during the meeting via a conversation with their counselor-yielding a more productive and strategic, in-depth conversation.                                         2. Provide curated list of schools based off questionnaire for preliminary research ",,premier-9-2 Watch Overview of Colleges,Watch Overview of Colleges,,pre,parent,,,"Overview of Colleges. What do you want in a college? College fairs, rep visits, and other college search resources. Parent College Questionnaire. Podcast Ep. 5"
Introduction to College Research,premier_9_2-introduction-to-college-research-10-3,A thoughtful college search can help you find the right schools and become more competitive for those that already interest you. We’ll use this meeting to get you started.,10,3,premier_9_2-college-research-first-list,College Research & First List,,"1. Students answer college search questions (embedded in UMS) during the meeting via a conversation with their counselor-yielding a more productive and strategic, in-depth conversation.                                         2. Provide curated list of schools based off questionnaire for preliminary research ",,premier-9-2 Watch What do You Want in a College?,Watch What do You Want in a College?,,pre,parent,,,"Overview of Colleges. What do you want in a college? College fairs, rep visits, and other college search resources. Parent College Questionnaire. Podcast Ep. 5"
Introduction to College Research,premier_9_2-introduction-to-college-research-10-3,A thoughtful college search can help you find the right schools and become more competitive for those that already interest you. We’ll use this meeting to get you started.,10,3,premier_9_2-college-research-first-list,College Research & First List,,"1. Students answer college search questions (embedded in UMS) during the meeting via a conversation with their counselor-yielding a more productive and strategic, in-depth conversation.                                         2. Provide curated list of schools based off questionnaire for preliminary research ",,premier-9-2 Fill out College Questionnaire,Fill out College Questionnaire,,pre,parent,Parent College Search Questionnaire,,"Overview of Colleges. What do you want in a college? College fairs, rep visits, and other college search resources. Parent College Questionnaire. Podcast Ep. 5"
Introduction to College Research,premier_9_2-introduction-to-college-research-10-3,A thoughtful college search can help you find the right schools and become more competitive for those that already interest you. We’ll use this meeting to get you started.,10,3,premier_9_2-college-research-first-list,College Research & First List,,"1. Students answer college search questions (embedded in UMS) during the meeting via a conversation with their counselor-yielding a more productive and strategic, in-depth conversation.                                         2. Provide curated list of schools based off questionnaire for preliminary research ",,premier-9-2 Optional - Listen to Get Wise Podcast. Episode 5,Optional - Listen to Get Wise Podcast. Episode 5,,post,parent,,,"Overview of Colleges. What do you want in a college? College fairs, rep visits, and other college search resources. Parent College Questionnaire. Podcast Ep. 5"
Introduction to College Research,premier_9_2-introduction-to-college-research-10-3,,10,3,premier_9_2-utilizing-school-local-resources-for-research,Utilizing school & local resources for research,,"Discuss utilizing school & local resources for research (school counselor, college rep visits, local college fairs, etc) ",,"premier-9-2 Watch College fairs, rep visits, and other college search resources","Watch College fairs, rep visits, and other college search resources",,pre,student,,,
College Research Round Two & Major Discussion,premier_9_2-college-research-round-two-major-discussion-11-1,"Based on your feedback, your counselor will help you refine your college list and consider potential academic plans in college (even if you don’t yet know what you want to study).",11,1,premier_9_2-review-initial-research,Review Initial Research,,1. Review research.                                           2. Provide an updated list of colleges to research based off initial findings ,,premier-9-2 Research suggested college list,Research suggested college list,,pre,student,,,Highly Selected Colleges. Building a balanced college list. Academic opportunities in college. 
College Research Round Two & Major Discussion,premier_9_2-college-research-round-two-major-discussion-11-1,"Based on your feedback, your counselor will help you refine your college list and consider potential academic plans in college (even if you don’t yet know what you want to study).",11,1,premier_9_2-review-initial-research,Review Initial Research,,1. Review research.                                           2. Provide an updated list of colleges to research based off initial findings ,,premier-9-2 Watch Highly Selective Colleges,Watch Highly Selective Colleges,,pre,student,,,Highly Selected Colleges. Building a balanced college list. Academic opportunities in college. 
College Research Round Two & Major Discussion,premier_9_2-college-research-round-two-major-discussion-11-1,"Based on your feedback, your counselor will help you refine your college list and consider potential academic plans in college (even if you don’t yet know what you want to study).",11,1,premier_9_2-review-initial-research,Review Initial Research,,1. Review research.                                           2. Provide an updated list of colleges to research based off initial findings ,,premier-9-2 Watch Building a Balanced College List,Watch Building a Balanced College List,,pre,student,,,Highly Selected Colleges. Building a balanced college list. Academic opportunities in college. 
College Research Round Two & Major Discussion,premier_9_2-college-research-round-two-major-discussion-11-1,,11,1,premier_9_2-discuss-majors,Discuss Majors,,"Begin to discuss potential major choices, assign majors to research ",,premier-9-2 Watch Academic Opportunities in College,Watch Academic Opportunities in College,,pre,student,,,
College Research Round Two & Major Discussion,premier_9_2-college-research-round-two-major-discussion-11-1,,11,1,premier_9_2-college-cost-financial-aid-eligibilty,College Cost & Financial Aid Eligibilty,,Share resources with family re: college cost and financial aid eligibility to allow them to evaluate on their own ,,,,,,,,,
Major Research & Course Selection,premier_9_2-major-research-course-selection-11-1,"Your counselor will review your list of colleges, discuss your current academic interests, and recommend a 12th grade course schedule that will best help you reach your goals.  ",11,1,premier_9_2-review-research,Review Research,,Review research. Continue to weave in major conversation as student completes research ,,premier-9-2 Research suggested college list,Research suggested college list,,pre,student,,,Podcast Ep. 6
Major Research & Course Selection,premier_9_2-major-research-course-selection-11-1,"Your counselor will review your list of colleges, discuss your current academic interests, and recommend a 12th grade course schedule that will best help you reach your goals.  ",11,1,premier_9_2-review-research,Review Research,,Review research. Continue to weave in major conversation as student completes research ,,premier-9-2 Research & review major research,Research & review major research,,pre,student,,,Podcast Ep. 6
Major Research & Course Selection,premier_9_2-major-research-course-selection-11-1,"Your counselor will review your list of colleges, discuss your current academic interests, and recommend a 12th grade course schedule that will best help you reach your goals.  ",11,1,premier_9_2-review-research,Review Research,,Review research. Continue to weave in major conversation as student completes research ,,premier-9-2 Fill in major questions for homework,Fill in major questions for homework,,pre,student,,,Podcast Ep. 6
Major Research & Course Selection,premier_9_2-major-research-course-selection-11-1,"Your counselor will review your list of colleges, discuss your current academic interests, and recommend a 12th grade course schedule that will best help you reach your goals.  ",11,1,premier_9_2-review-research,Review Research,,Review research. Continue to weave in major conversation as student completes research ,,premier-9-2 Optional - Listen to Get Wise Podcast. Episode 6,Optional - Listen to Get Wise Podcast. Episode 6,,post,parent,,,Podcast Ep. 6
Major Research & Course Selection,premier_9_2-major-research-course-selection-11-1,,11,1,premier_9_2-12th-grade-course-planning,12th Grade Course Planning,,"1. Review courses for 12th and confirm.        2. Discuss how the planned courses aligns with any major choices (if engineering, what coursework; if certain colleges, what coursework, etc). ",,premier-9-2 Fill in the Coursework section with all final grades from 9th-11th,Fill in the Coursework section with all final grades from 9th-11th,,pre,student,,,
Major Research & Course Selection,premier_9_2-major-research-course-selection-11-1,,11,1,premier_9_2-express-gratitude,Express gratitude,,Express gratitude to 1-2 favorite teachers,,,,,,,,,
Summer Planning (Summer before 12th),premier_9_2-summer-planning-summer-before-12th-11-1,"We’ll revisit your previous summer, discuss how you might like to spend your break from school, and help you plan a summer that’s productive and enjoyable.   ",11,1,premier_9_2-summer-planning,Summer Planning,,Summer Planning. Ask them to assess last summer – was it fun? What was the highlight? ,,"premier-9-2 If you haven’t read it yet, read the Summer Planning Guide","If you haven’t read it yet, read the Summer Planning Guide",,pre,student,,,Summer Planning Guide.
Summer Planning (Summer before 12th),premier_9_2-summer-planning-summer-before-12th-11-1,"We’ll revisit your previous summer, discuss how you might like to spend your break from school, and help you plan a summer that’s productive and enjoyable.   ",11,1,premier_9_2-summer-planning,Summer Planning,,Summer Planning. Ask them to assess last summer – was it fun? What was the highlight? ,,premier-9-2 Research suggested college list,Research suggested college list,,pre,student,,,Summer Planning Guide.
Summer Planning (Summer before 12th),premier_9_2-summer-planning-summer-before-12th-11-1,,11,1,premier_9_2-summer-planning-stem-fine-arts,Summer Planning - STEM & Fine Arts,,"If this is a STEM or fine arts student, this should be a more pointed conversation about how to build hands-on experience and/or contribute to a portfolio. ",,,,,,,,,
Summer Planning (Summer before 12th),premier_9_2-summer-planning-summer-before-12th-11-1,,11,1,premier_9_2-summer-research,Summer Research,,1. Assign ideas to research                             2. See if they'd be open to reading 1-2 books for fun. Talk through potential ideas.,,,,,,,,,
Summer Planning (Summer before 12th),premier_9_2-summer-planning-summer-before-12th-11-1,,11,1,premier_9_2-summer-programs,Summer Programs,,Share a few specific programs with families that would be a good match for the student. ,,,,,,,,,
Summer Discussion & Applications,premier_9_2-summer-discussion-applications-if-needed-11-1,"Now that you've made plans for summer, your counselor will walk you through the applications and outline any essays required so you'll be ready to submit before the deadline.  ",11,1,premier_9_2-summer-programs,Summer Programs,1,Review programs from previous meetings’ recommendations,(if needed),premier-9-2 Research and review summer ideas and programs assigned.,Research and review summer ideas and programs assigned.,,pre,student,,,How to write an application essay.
Summer Discussion & Applications,premier_9_2-summer-discussion-applications-if-needed-11-1,,11,1,premier_9_2-summer-applications,Summer Applications,1,1. Outline to dos for each application (if any) and brainstorm essays (if any). Finalize timeline for application completion for programs                                                         2. Assign essay writing for winter break (edit 1 round + final proof) per application (up to 3 total) ,(if needed),premier-9-2 Fill out any summer program applications,Fill out any summer program applications,,post,student,,,
Summer Discussion & Applications,premier_9_2-summer-discussion-applications-if-needed-11-1,,11,1,premier_9_2-summer-applications,Summer Applications,1,1. Outline to dos for each application (if any) and brainstorm essays (if any). Finalize timeline for application completion for programs                                                         2. Assign essay writing for winter break (edit 1 round + final proof) per application (up to 3 total) ,(if needed),premier-9-2 Watch How to write an application essay (if essays required),Watch How to write an application essay (if essays required),,post,student,,,
Summer Discussion & Applications,premier_9_2-summer-discussion-applications-if-needed-11-1,,11,1,premier_9_2-summer-applications,Summer Applications,1,1. Outline to dos for each application (if any) and brainstorm essays (if any). Finalize timeline for application completion for programs                                                         2. Assign essay writing for winter break (edit 1 round + final proof) per application (up to 3 total) ,(if needed),premier-9-2 Complete first essay draft for summer program application,Complete first essay draft for summer program application,,post,student,,,
College Visits & Letters of Recommendation,premier_9_2-college-visits-letters-of-recommendation-11-2,"This meeting focuses on two important parts of your college application process—planning college visits, and securing strong letters of recommendation from the right teachers.",11,2,premier_9_2-college-visits,College Visits,,1. Discuss college visits.                                     2. Make recommendations to the family based on the college list and provide resources to allow them to plan trips accordingly ,,premier-9-2 Read College Visit Guide,Read College Visit Guide,,pre,student,,,College Visit Guide. Letters of Recommendation FAQ. Which teachers should write your letters of recommendation? 
College Visits & Letters of Recommendation,premier_9_2-college-visits-letters-of-recommendation-11-2,,11,2,premier_9_2-letters-of-recommendation,Letters of Recommendation,,Discuss letters of recommendation choices and compare to requirements based on current list ,,premier-9-2 Read Letters of Recommendation FAQ,Read Letters of Recommendation FAQ,,pre,student,,,
College Visits & Letters of Recommendation,premier_9_2-college-visits-letters-of-recommendation-11-2,,11,2,premier_9_2-letters-of-recommendation,Letters of Recommendation,,Discuss letters of recommendation choices and compare to requirements based on current list ,,premier-9-2 Watch Which teachers should write your letters of recommendation?,Watch Which teachers should write your letters of recommendation?,,pre,student,,,
College Visits & Letters of Recommendation,premier_9_2-college-visits-letters-of-recommendation-11-2,,11,2,premier_9_2-letters-of-recommendation,Letters of Recommendation,,Discuss letters of recommendation choices and compare to requirements based on current list ,,premier-9-2 Submit to SN counselor top three choices for teacher LOR and two supplemental LOR,Submit to SN counselor top three choices for teacher LOR and two supplemental LOR,,pre,student,,,
College Research - Narrowing the List,premier_9_2-college-research-narrowing-the-list-11-2,Applying to too many colleges can have adverse effects on both your applications and your sanity. We’ll review your current progress towards creating a balanced and strategically smart final list of colleges.,11,2,premier_9_2-narrow-the-list,Narrow the List,,1. Review research on additional schools.      2. Discuss how to narrow the list & including program research.                                             3. Provide an updated list with any additional schools necessary to fill the gaps to balance the list ,,premier-9-2 Research suggested college list,Research suggested college list,,pre,student,,,How to Navigate Demonstrated Interest. Podcast Ep. 7
College Research - Narrowing the List,premier_9_2-college-research-narrowing-the-list-11-2,Applying to too many colleges can have adverse effects on both your applications and your sanity. We’ll review your current progress towards creating a balanced and strategically smart final list of colleges.,11,2,premier_9_2-narrow-the-list,Narrow the List,,1. Review research on additional schools.      2. Discuss how to narrow the list & including program research.                                             3. Provide an updated list with any additional schools necessary to fill the gaps to balance the list ,,premier-9-2 Read How to Navigate Demonstrated Interest,Read How to Navigate Demonstrated Interest,,pre,student,,,How to Navigate Demonstrated Interest. Podcast Ep. 7
College Research - Narrowing the List,premier_9_2-college-research-narrowing-the-list-11-2,Applying to too many colleges can have adverse effects on both your applications and your sanity. We’ll review your current progress towards creating a balanced and strategically smart final list of colleges.,11,2,premier_9_2-narrow-the-list,Narrow the List,,1. Review research on additional schools.      2. Discuss how to narrow the list & including program research.                                             3. Provide an updated list with any additional schools necessary to fill the gaps to balance the list ,,premier-9-2 Optional - Listen to Get Wise Podcast. Episode 7,Optional - Listen to Get Wise Podcast. Episode 7,,post,parent,,,How to Navigate Demonstrated Interest. Podcast Ep. 7
Family Meeting: Review List,premier_9_2-family-meeting-review-list-11-2,"In this meeting, your counselor will answer your family’s questions and address any specific needs to ensure you’re in the best position to submit compelling applications.  ",11,2,premier_9_2-review-the-list,Review the List,,"1. Review final grades, any final/existing test scores. Discuss placement of each college in reach/target/likely buckets                             2. Discuss family needs with regard to list, and discuss EA/ED strategy or approach         3. Clarify what gaps remain in list, and what schools are top priority. ",,premier-9-2 Research any final schools and begin to narrow the list,Research any final schools and begin to narrow the list,,pre,student,,,Finalizing Your List: Part 1. Finalizing Your List Part 2. Early Decision vs Early Action
Family Meeting: Review List,premier_9_2-family-meeting-review-list-11-2,"In this meeting, your counselor will answer your family’s questions and address any specific needs to ensure you’re in the best position to submit compelling applications.  ",11,2,premier_9_2-review-the-list,Review the List,,"1. Review final grades, any final/existing test scores. Discuss placement of each college in reach/target/likely buckets                             2. Discuss family needs with regard to list, and discuss EA/ED strategy or approach         3. Clarify what gaps remain in list, and what schools are top priority. ",,premier-9-2 Watch Finalizing Your List: Part I and Watch Finalize your List: Part II,Watch Finalizing Your List: Part I and Watch Finalize your List: Part II,,pre,student,,,Finalizing Your List: Part 1. Finalizing Your List Part 2. Early Decision vs Early Action
Family Meeting: Review List,premier_9_2-family-meeting-review-list-11-2,"In this meeting, your counselor will answer your family’s questions and address any specific needs to ensure you’re in the best position to submit compelling applications.  ",11,2,premier_9_2-review-the-list,Review the List,,"1. Review final grades, any final/existing test scores. Discuss placement of each college in reach/target/likely buckets                             2. Discuss family needs with regard to list, and discuss EA/ED strategy or approach         3. Clarify what gaps remain in list, and what schools are top priority. ",,premier-9-2 Watch Early Decision vs Early Action,Watch Early Decision vs Early Action,,pre,student,,,Finalizing Your List: Part 1. Finalizing Your List Part 2. Early Decision vs Early Action
Check-in Meeting,premier_9_2-check-in-meeting-ad-hoc-11-2,,11,2,premier_9_2-academic-check-in,Academic Check-in,1,Evaluate academic performance and identify any necessary support needed. Evaluation of study skills and determine if any additional support is necessary ,(ad hoc),,,,,,,,Goal Setting Progress Report
Check-in Meeting,premier_9_2-check-in-meeting-ad-hoc-11-2,,11,2,premier_9_2-activities-update,Activities Update,1,Discuss new avenues to pursue as needed ,(ad hoc),,,,,,,,
Check-in Meeting,premier_9_2-check-in-meeting-ad-hoc-11-2,,11,2,premier_9_2-revisit-testing-plans,Revisit Testing Plans,1,"Revisit testing plans (adjust SAT/ACT timeline depending on scores, Subject Tests if needed, discuss AP exams and necessary prep",(ad hoc),,,,,,,,
Check-in Meeting,premier_9_2-check-in-meeting-ad-hoc-11-2,,11,2,premier_9_2-revisit-summer-plans,Revisit Summer Plans,1,"Revisit summer plans (decisions made on any programs, confirm student applied, discuss other local opportunities if there is no summer program) ",(ad hoc),,,,,,,,
Check-in Meeting,premier_9_2-check-in-meeting-ad-hoc-11-2,,11,2,premier_9_2-college-visits,College Visits,1,Identify college visit opportunities in conjunction with existing family travel plans ,(ad hoc),,,,,,,,
Check-in Meeting,premier_9_2-check-in-meeting-ad-hoc-11-2,,11,2,premier_9_2-status-check-in-goal-setting-progress-report,Status check-in: Goal Setting Progress Report,1,Counselor to add written updates on student’s progress ,(ad hoc),,,,,,,,
Essay Brainstorming,premier_9_2-essay-brainstorming-11-3,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",11,3,premier_9_2-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,premier-9-2 Watch Essay Brainstorming,Watch Essay Brainstorming,,pre,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Essay Brainstorming,premier_9_2-essay-brainstorming-11-3,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",11,3,premier_9_2-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,premier-9-2 Read this blogpost on the importance of the college essay,Read this blogpost on the importance of the college essay,,pre,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Essay Brainstorming,premier_9_2-essay-brainstorming-11-3,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",11,3,premier_9_2-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,premier-9-2 Complete the brainstorming exercises in the Prompt tab,Complete the brainstorming exercises in the Prompt tab,,pre,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Essay Brainstorming,premier_9_2-essay-brainstorming-11-3,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",11,3,premier_9_2-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,premier-9-2 Block off the remainder of the brainstorming day for writing,Block off the remainder of the brainstorming day for writing,,pre,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Essay Brainstorming,premier_9_2-essay-brainstorming-11-3,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",11,3,premier_9_2-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,premier-9-2 Submit your first draft within 24 hours,Submit your first draft within 24 hours,,post,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Finalize the College List,premier_9_2-finalize-the-college-list-11-3,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",11,3,premier_9_2-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Confirm EA/ED pathways and (ideally) major selection for ED school.                         3. Assign individual college info sessions at high schools for schools on the final list                                                  4. Discuss the Common App and share Common App Guide,,premier-9-2 Watch Finalizing Letters of Recommendation,Watch Finalizing Letters of Recommendation,,pre,student,,,Common App Guide. Finalizing Letters of Recommendation. Podcast Ep. 8
Finalize the College List,premier_9_2-finalize-the-college-list-11-3,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",11,3,premier_9_2-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Confirm EA/ED pathways and (ideally) major selection for ED school.                         3. Assign individual college info sessions at high schools for schools on the final list                                                  4. Discuss the Common App and share Common App Guide,,premier-9-2 Visit school counselor for college list feedback,Visit school counselor for college list feedback,,pre,student,,,Common App Guide. Finalizing Letters of Recommendation. Podcast Ep. 8
Finalize the College List,premier_9_2-finalize-the-college-list-11-3,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",11,3,premier_9_2-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Confirm EA/ED pathways and (ideally) major selection for ED school.                         3. Assign individual college info sessions at high schools for schools on the final list                                                  4. Discuss the Common App and share Common App Guide,,"premier-9-2 Once finalized, complete a “Why this school” note in UMS for each school you’d like to be on the final list","Once finalized, complete a “Why this school” note in UMS for each school you’d like to be on the final list",,post,parent,,,Common App Guide. Finalizing Letters of Recommendation. Podcast Ep. 8
Finalize the College List,premier_9_2-finalize-the-college-list-11-3,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",11,3,premier_9_2-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Confirm EA/ED pathways and (ideally) major selection for ED school.                         3. Assign individual college info sessions at high schools for schools on the final list                                                  4. Discuss the Common App and share Common App Guide,,premier-9-2 Fill in your Common Applications,Fill in your Common Applications,,post,parent,,,Common App Guide. Finalizing Letters of Recommendation. Podcast Ep. 8
Finalize the College List,premier_9_2-finalize-the-college-list-11-3,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",11,3,premier_9_2-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Confirm EA/ED pathways and (ideally) major selection for ED school.                         3. Assign individual college info sessions at high schools for schools on the final list                                                  4. Discuss the Common App and share Common App Guide,,premier-9-2 Ask your recommenders for letters,Ask your recommenders for letters,,post,parent,,,Common App Guide. Finalizing Letters of Recommendation. Podcast Ep. 8
Finalize the College List,premier_9_2-finalize-the-college-list-11-3,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",11,3,premier_9_2-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Confirm EA/ED pathways and (ideally) major selection for ED school.                         3. Assign individual college info sessions at high schools for schools on the final list                                                  4. Discuss the Common App and share Common App Guide,,premier-9-2 Optional - Listen to Get Wise Podcast. Episode 8,Optional - Listen to Get Wise Podcast. Episode 8,,post,parent,,,Common App Guide. Finalizing Letters of Recommendation. Podcast Ep. 8
Finalize the College List,premier_9_2-finalize-the-college-list-11-3,,11,3,premier_9_2-portfolios-auditions,Portfolios/Auditions,,Identify schools that require portfolio/auditions. Refer to Strategist to evaluate additional support needed. ,,,,,,,,,
Review Committee Feedback,premier_9_2-review-committee-feedback-11-3,"Before you press “submit,” you’ll have the chance to review feedback from the Optimal Committee and address any changes that might strengthen or enhance your application. ",11,3,premier_9_2-review-feedback,Review Feedback,,"1. Review feedback from the committee. Ideally be able to submit feedback through UMS by Sept 1st on main essay, core of application.",,,,,,,,,
